"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.497086500E0,-1.229543152E0,8.638536072E-1,-1.948947144E-1
3.507048500E0,-1.590592346E0,7.918533325E-2,-9.201365662E-1
3.517009500E0,-1.654359741E0,-5.391787720E-1,-1.505718842E0
3.526971500E0,-5.831872559E-1,-8.107141113E-1,-1.588945770E0
3.536933500E0,8.255332947E-1,-1.196611633E0,-1.828896790E0
3.546895625E0,1.886377258E0,-2.641556854E0,-4.538112946E0
3.556857625E0,2.567161560E0,-5.659580841E0,-6.918762360E0
3.566818625E0,1.830094299E0,-8.519683228E0,-1.334190536E1
3.576780625E0,8.428971863E-1,-9.043593750E0,-7.513176270E0
3.586742625E0,1.770368500E0,-8.102800140E0,-1.813179474E0
3.596704625E0,4.528682556E0,-6.413413239E0,3.620072021E0
3.606666625E0,8.432265015E0,-4.827461243E0,7.893086243E0
3.616628625E0,1.041743683E1,-6.490353241E0,3.704346771E0
3.626589625E0,1.256202713E1,-1.154459290E1,-1.338067474E1
3.636551625E0,1.282817368E1,-1.272024811E1,-7.288493500E0
3.646513625E0,1.023945694E1,-8.977131958E0,6.471342773E0
3.656475625E0,8.636141052E0,-8.768166504E0,4.590953064E-1
3.666437625E0,7.973918152E0,-9.441466370E0,1.113085327E0
3.676398625E0,8.185578003E0,-9.812245331E0,2.658471680E0
3.686360625E0,7.671996002E0,-9.140741730E0,1.706002350E0
3.696322625E0,7.070846100E0,-8.760382690E0,1.776206360E0
3.706284625E0,7.674391022E0,-9.349258118E0,2.010169830E0
3.716246625E0,8.487350464E0,-1.034214340E1,2.514620819E0
3.726208625E0,9.227411499E0,-1.160656403E1,3.447630615E0
3.736169625E0,1.035112473E1,-1.296992889E1,4.092489624E0
3.746131625E0,1.103699844E1,-1.399814072E1,3.923341370E0
3.756093625E0,9.901609497E0,-1.448507813E1,-3.702999573E0
3.766055625E0,7.477700043E0,-1.430245789E1,-2.084131027E1
3.776017625E0,7.415130157E0,-1.452399719E1,-9.667196960E0
3.785978625E0,9.038354645E0,-1.535237457E1,1.172212372E0
3.795940625E0,8.971593475E0,-1.590457626E1,-1.456171875E0
3.805902625E0,5.747747498E0,-1.515388733E1,-8.155340881E0
3.815864625E0,3.604654083E0,-1.383243530E1,-1.244152771E1
3.825826625E0,1.698667603E0,-1.354159012E1,-9.158854065E0
3.835788625E0,1.016386414E-1,-1.258642639E1,-7.045997772E0
3.845749625E0,2.616558838E-1,-1.056443115E1,-6.570287018E0
3.855711625E0,7.301815796E-1,-8.081095276E0,-5.479654999E0
3.865673625E0,4.129911804E-1,-5.316045227E0,-4.300556946E0
3.875635625E0,1.453477478E-1,-3.127296753E0,-3.793411560E0
3.885597625E0,-9.684860229E-1,-1.794917450E0,-3.378025360E0
3.895558625E0,-1.895358582E0,-1.309925995E0,-2.368524628E0
3.905520625E0,-2.620301056E0,-8.146060181E-1,-3.199895782E0
3.915482625E0,-3.525169373E0,-2.779719543E-1,-4.550537109E0
3.925444625E0,-3.477119293E0,-1.152603149E-1,-2.979553986E0
3.935406625E0,-2.900518341E0,-6.810836792E-2,-2.103575592E0
3.945368625E0,-1.900298309E0,-9.175918579E-2,-2.006277924E0
3.955329625E0,-4.385879517E-2,-4.626878357E-1,-1.240470428E0
3.965291625E0,1.638043671E0,-1.620679779E0,-1.455124054E0
