"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.056854292E0,2.422412567E0,-8.519533539E0,-3.219654694E0
3.066816292E0,2.489922180E0,-6.717730408E0,-2.775228882E0
3.076777292E0,2.224374390E0,-5.156776428E0,-2.352058868E0
3.086739292E0,1.646126862E0,-4.124073944E0,-2.350861359E0
3.096700292E0,9.265731812E-1,-3.305875397E0,-2.376757507E0
3.106662292E0,2.817141724E-1,-2.438878326E0,-1.908082123E0
3.116624292E0,-2.026785278E-1,-1.646875305E0,-1.406026154E0
3.126585292E0,-2.893482971E-1,-8.812174988E-1,-1.238075409E0
3.136547292E0,-3.079096985E-1,-1.648072815E-1,-1.177900543E0
3.146508292E0,-3.838018799E-1,3.568579102E-1,-1.140029297E0
3.156470292E0,-4.837939453E-1,6.899153137E-1,-1.056502991E0
3.166431292E0,-5.448669434E-1,7.735913086E-1,-6.965016174E-1
3.176393292E0,-4.857398987E-1,7.150630188E-1,-1.609153748E-1
3.186355292E0,-4.595443726E-1,5.903723145E-1,3.847000122E-1
3.196316292E0,-3.887416077E-1,4.767585754E-1,5.737568665E-1
3.206278292E0,-3.561094666E-1,4.680766296E-1,4.716691589E-1
3.216239292E0,-3.941304016E-1,4.643344116E-1,4.837939453E-1
3.226201292E0,-4.312532043E-1,4.866380310E-1,2.624043274E-1
3.236163292E0,-3.887416077E-1,4.674778748E-1,-3.782633972E-1
3.246124292E0,-2.662962341E-1,1.809736633E-1,-1.377136230E0
3.256086292E0,-1.324745178E-1,-1.598675537E-1,-1.956730957E0
3.266047292E0,1.272354126E-1,-3.568579102E-1,-1.623523865E0
3.276009292E0,4.188290405E-1,-3.083587646E-1,-4.837939453E-1
3.285970292E0,3.634442139E-1,-2.336640930E-1,5.605842590E-1
3.295932292E0,6.735992432E-2,-1.332229614E-1,8.527766418E-1
3.305894292E0,-1.763333130E-1,-1.038839722E-1,4.950205994E-1
3.315855292E0,-3.456312561E-1,-2.275268555E-1,-3.564088440E-1
3.325817292E0,-1.285826111E-1,-5.914201355E-1,-1.099613342E0
3.335778292E0,5.888754272E-1,-1.255738678E0,-1.402283936E0
3.345740292E0,1.002764740E0,-1.514999542E0,-9.132508850E-1
3.355702292E0,1.070873108E0,-2.137704620E0,-1.881587219E0
3.365663292E0,1.572030945E0,-5.330115967E0,-6.449188843E0
3.375625292E0,2.190395050E0,-1.112965576E1,-5.541177063E0
3.385586292E0,1.679058380E0,-1.519969208E1,1.330732727E-1
3.395548292E0,2.784210205E-2,-1.911180679E1,5.694158936E-1
3.405509292E0,-2.233355713E-1,-2.387535095E1,-6.393354950E0
3.415471292E0,-1.914518738E0,-2.516042862E1,-1.081860260E1
3.425433292E0,-3.613785095E0,-2.402174652E1,-1.352003494E1
3.435394292E0,-3.742966461E0,-2.174348419E1,-1.373873016E1
3.445356292E0,-1.174308014E0,-1.951776260E1,-7.474855957E0
3.455317292E0,1.829196167E-1,-1.899370239E1,-5.853128357E0
3.465279292E0,1.573228455E-1,-1.970128098E1,-8.847202148E0
3.475241292E0,5.465135193E-1,-2.016516632E1,-9.061556396E0
3.485202292E0,8.159532166E-1,-2.071302704E1,-7.660469971E0
3.495164292E0,1.447190552E0,-2.086181763E1,-6.565496979E0
3.505125292E0,1.941013641E0,-1.999122803E1,-6.215225372E0
3.515087292E0,2.032623138E0,-1.905537415E1,-7.071893921E0
3.525048292E0,1.915267181E0,-1.919114182E1,-7.415429535E0
3.535010292E0,1.393003235E0,-2.004571472E1,-6.432274017E0
3.544972292E0,1.068178711E0,-2.064027832E1,-5.993386688E0
3.554933292E0,8.499325562E-1,-2.070973389E1,-6.162385254E0
3.564895292E0,4.474195862E-1,-2.034868469E1,-5.488486633E0
3.574856292E0,2.785707092E-1,-1.954231155E1,-4.826114044E0
3.584818292E0,3.555107117E-1,-1.838372086E1,-4.275558929E0
3.594780292E0,3.156935120E-1,-1.712394058E1,-3.264112244E0
3.604741292E0,4.052073669E-1,-1.573213486E1,-3.202889557E0
3.614703125E0,6.893165588E-1,-1.426698166E1,-3.527714081E0
3.624664125E0,1.070723419E0,-1.263357834E1,-3.671564941E0
3.634626125E0,1.324595490E0,-1.083776276E1,-3.479065247E0
3.644587125E0,1.553020477E0,-8.867410126E0,-3.198847961E0
3.654549125E0,1.253493347E0,-6.618636475E0,-3.179238739E0
3.664511125E0,9.589059448E-1,-4.485871582E0,-3.657194824E0
3.674472125E0,7.875123596E-1,-2.888543243E0,-4.342320099E0
3.684434125E0,-2.664459229E-2,-1.835034027E0,-4.277205505E0
3.694395125E0,-9.174421692E-1,-1.117875366E0,-2.681374054E0
3.704357125E0,-1.475182343E0,-6.804849243E-1,-8.717871094E-1
3.714319125E0,-1.970951385E0,-3.829037476E-1,3.632945251E-1
3.724280125E0,-2.037413177E0,-7.349716187E-2,9.071136475E-1
3.734242125E0,-1.750459900E0,7.664062500E-2,8.175997925E-1
3.744203125E0,-1.498084717E0,1.532812500E-1,4.445755005E-1
3.754165125E0,-1.419647827E0,2.406994629E-1,-2.878514099E-1
3.764127125E0,-1.596130829E0,4.360432434E-1,-1.629062347E0
3.774088125E0,-1.710493011E0,7.238946533E-1,-2.315983887E0
3.784050125E0,-1.428928528E0,8.418493652E-1,-2.092498627E0
3.794011125E0,-6.765930176E-1,7.105723572E-1,-1.460812225E0
3.803973125E0,7.499404907E-2,4.120930481E-1,-3.844006348E-1
3.813934125E0,3.207829285E-1,1.966909790E-1,7.385641479E-1
3.823896125E0,2.743794250E-1,9.565109253E-2,1.431173859E0
